221,116,0,73248,3.941317750953,145.91235059761
391,103,54,95923.993849304,3.94285307447749,191.083653086263
529,104,54,154225.083653086,3.97089293743643,307.221282177463
752,95,54,98999.2212821775,3.95246996356936,197.209604147764
776,115,54,144064.209604148,3.97609021799691,286.980497219418
980,145,54,309098.980497219,3.96252250809172,615.735020910796
